"JobTitle","Sex","Race","JobType","StartYear"
"Tax Assessor (DMV Select)","M","Black or African American","Permanent-Full Time",2016
"WSS Technician III","M","Asian","Permanent-Full Time",2016
"Meter Collector I","M","Hispanic or Latino","Permanent-Full Time",2016
"Probation Counselor II","F","Hispanic or Latino","Permanent-Full Time",2016
"Clinic Aide I","F","Hispanic or Latino","Permanent-Part Time",2016
"Engineering Program Coordinator","M","White","Permanent-Full Time",2016
"WSS Technician IV","M","Black or African American","Permanent-Full Time",2016
"Administrative Technician I","F","Black or African American","Permanent-Full Time",2016
"Permit Processing Specialist I","M","Native Hawaiian or Other Pacific","Permanent-Full Time",2016
"Senior Management Analyst","M","Black or African American","Permanent-Full Time",2016
"Management Analyst","M","White","Permanent-Full Time",2016
"Sr WSS Technician","M","Black or African American","Permanent-Full Time",2016
"DHS Principal Program Specialist","F","Black or African American","Permanent-Full Time",2016
"Engineering Tech III","M","Black or African American","Permanent-Full Time",2016
"Sr IT Analyst","M","Asian","Permanent-Full Time",2016
"Motorized Vehicle Operator III","M","Black or African American","Permanent-Full Time",2016
"WSS Technician III","M","Black or African American","Permanent-Full Time",2016
"Epidemiologist","F","White","Permanent-Full Time",2016
"Developmental Disability Supervisor","F","Unkonwn Race","Permanent-Full Time",2016
"Trades Worker III","M","Black or African American","Permanent-Full Time",2016
"Court Assistant","F","White","Permanent-Full Time",2016
"Zoning Inspector I","F","Black or African American","Permanent-Full Time",2016
"Applications Developer","M","Black or African American","Permanent-Full Time",2016
"Real Estate Specialist","F","White","Permanent-Full Time",2016
"Chemist Technologist","F","White","Permanent-Full Time",2016
"Human Services Clinician II","M","Hispanic or Latino","Permanent-Full Time",2016
"Human Services Clinician III","F","White","Permanent-Full Time",2016
"Warehouse Technician I","M","Black or African American","Permanent-Full Time",2016
"Deputy Sheriff","F","Black or African American","Permanent-Full Time",2016
"Deputy Sheriff","F","White","Permanent-Full Time",2016
"Deputy Sheriff","F","White","Permanent-Full Time",2016
"Enterprise Records Manager","M","Hispanic or Latino","Permanent-Full Time",2016
"Deputy Sheriff","M","Hispanic or Latino","Permanent-Full Time",2016
"Deputy Sheriff","M","Black or African American","Permanent-Full Time",2016
"Deputy Sheriff","M","Black or African American","Permanent-Full Time",2016
"Deputy Sheriff","M","White","Permanent-Full Time",2016
"Deputy Sheriff","F","Black or African American","Permanent-Full Time",2016
"Management & Finance Director","M","Hispanic or Latino","Permanent-Full Time",2016
"County Auditor","M","White","Permanent-Full Time",2016
"DTS Division Chief","F","White","Permanent-Full Time",2016
"Electrical Power Technician (Licensed)","M","White","Permanent-Full Time",2016
"Police Officer","F","White","Permanent-Full Time",2016
"School Crossing Guard I","M","Black or African American","Permanent-Part Time",2016
"Planner, Associate","M","White","Permanent-Full Time",2016
"Planner, Associate","F","White","Permanent-Full Time",2016
"Staff Human Resources/OD Specialist","F","Black or African American","Permanent-Full Time",2016
"Engineering Program Coordinator","F","White","Permanent-Full Time",2016
"AED Specialist III","F","White","Limited Term Full Time",2016
"Administrative Specialist","F","Unkonwn Race","Permanent-Full Time",2016
"Management Specialist","M","White","Limited Term Full Time",2016
"DHS Clinical Psychologist Senior","F","Hispanic or Latino","Permanent-Full Time",2016
"Human Services Clinician II","F","Hispanic or Latino","Permanent-Full Time",2016
"Police Officer","F","White","Permanent-Full Time",2016
"Gymnastics Instructor","F","White","Permanent-Full Time",2016
"Procurement Officer","F","Black or African American","Permanent-Full Time",2016
"Police Officer","M","White","Permanent-Full Time",2016
"Library Associate","F","Asian","Permanent-Part Time",2016
"Environmental Management Specialist, Associate","M","White","Permanent-Full Time",2016
"Police Officer","M","White","Permanent-Full Time",2016
"Design Engineer Team Supervisor","M","White","Permanent-Full Time",2016
"Tax Assessor (Call Center)","F","White","Permanent-Full Time",2017
"Treasury Specialist II","F","White","Permanent-Full Time",2017
"Human Services Aide V","F","Black or African American","Permanent-Full Time",2017
"Urban Forester","M","White","Permanent-Full Time",2017
"Eligibility Worker","F","White","Permanent-Full Time",2017
"Design Engineer","M","White","Permanent-Full Time",2017
"Administrative Specialist","F","Unkonwn Race","Permanent-Full Time",2017
"Mental Health Therapist II (Licensed)","F","Hispanic or Latino","Permanent-Full Time",2017
"Treasury Specialist II","M","Asian","Permanent-Full Time",2017
"Public Health Nurse","F","Black or African American","Permanent-Part Time",2017
"Control System Technician (Certified)","M","Hispanic or Latino","Permanent-Full Time",2017
"Mental Health Therapist II","F","Hispanic or Latino","Permanent-Full Time",2017
"Emergency Communications Technician I","M","Black or African American","Permanent-Full Time",2017
"Deputy Sheriff","M","Black or African American","Permanent-Full Time",2018
"Emergency Communications Technician III","M","White","Permanent-Full Time",2017
"Emergency Communications Technician II","F","White","Permanent-Full Time",2017
"Risk Manager","F","Hispanic or Latino","Permanent-Full Time",2017
"Accounting Technician I","F","Black or African American","Permanent-Full Time",2017
"Planner, Principal","F","White","Permanent-Full Time",2017
"WSS Technician III","M","White","Permanent-Full Time",2017
"WSS Technician III","M","Hispanic or Latino","Permanent-Full Time",2017
"Human Services Specialist","F","Black or African American","Permanent-Full Time",2017
"Budget and Finance Specialist","F","Hispanic or Latino","Permanent-Full Time",2017
"Planner, Associate","F","Black or African American","Permanent-Full Time",2017
"Procurement Officer","F","Black or African American","Overstrength Full Time",2017
"WSS Technician III","M","White","Permanent-Full Time",2017
"Human Services Specialist","M","White","Permanent-Full Time",2017
"Human Services Specialist","F","White","Permanent-Full Time",2017
"Human Resources Administrative Specialist","F","Black or African American","Permanent-Full Time",2017
"Administrative Assistant VI","F","White","Permanent-Full Time",2017
"Services Assistant IV","F","White","Permanent-Full Time",2017
"Archivist","F","White","Permanent-Full Time",2017
"Library Assistant II","F","Hispanic or Latino","Permanent-Full Time",2017
"Auto Mechanic I","M","White","Permanent-Full Time",2017
"Deputy Sheriff","F","Black or African American","Permanent-Full Time",2017
"Deputy Sheriff","M","White","Permanent-Full Time",2017
"Deputy Sheriff","M","Two or more Races","Permanent-Full Time",2017
"Deputy Sheriff","F","Black or African American","Permanent-Full Time",2017
"Mental Health Therapist II","F","Asian","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","F","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","Hispanic or Latino","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","Black or African American","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"Firefighter/EMT I","M","White","Permanent-Full Time",2017
"DPR Program Assistant","F","White","Permanent-Part Time",2017
"Commonwealth Atty I","F","White","Permanent-Full Time",2017
"Project Management Coordinator","F","White","Permanent-Full Time",2017
"Permit Processing Specialist I","F","Two or more Races","Permanent-Full Time",2017
"Staff Financial Analyst","F","Asian","Permanent-Full Time",2017
"Business Systems Analyst II","M","White","Permanent-Full Time",2017
"Human Services Specialist","F","Black or African American","Limited Term Full Time",2017
"Technology Manager","F","Asian","Permanent-Full Time",2017
"Librarian","F","White","Permanent-Full Time",2017
"Construction Plan Review Supervisor","F","Unkonwn Race","Permanent-Full Time",2017
"Business Systems Analyst III","F","Asian","Permanent-Full Time",2017
"Police Officer","M","Hispanic or Latino","Permanent-Full Time",2017
"Police Officer","F","White","Permanent-Full Time",2017
"Eligibility Worker","F","Hispanic or Latino","Permanent-Full Time",2017
"Librarian Supervisor","M","Black or African American","Permanent-Full Time",2017
"Group Home Counselor II","F","Black or African American","Permanent-Full Time",2017
"Nurse Practitioner","F","White","Permanent-Full Time",2017
"Commonwealth Atty I","F","Black or African American","Permanent-Full Time",2017
"Environmental Health Specialist I","M","White","Permanent-Full Time",2017
"Tax Assessor (Call Center)","F","Black or African American","Permanent-Full Time",2017
"HVAC Mechanic II","M","White","Permanent-Full Time",2017
"Police Officer","F","White","Permanent-Full Time",2017
"Business Systems Analyst II","M","White","Permanent-Full Time",2017
"Planner, Associate","F","White","Permanent-Part Time",2017
"WSS Equipment Operator I","M","Hispanic or Latino","Permanent-Full Time",2017
"Library Associate","F","White","Permanent-Full Time",2017
"Mental Health Therapist II","F","White","Permanent-Full Time",2017
"Library Associate","F","White","Permanent-Full Time",2017
"Treasury Specialist II","M","Unkonwn Race","Permanent-Full Time",2017
"Real Estate Appraiser","F","White","Permanent-Full Time",2017
"Construction Codes Inspector II","M","White","Permanent-Full Time",2017
"Zoning Inspector I","M","Black or African American","Permanent-Full Time",2017
"Management Specialist","F","Black or African American","Permanent-Part Time",2017
"Eligibility Worker","F","Asian","Permanent-Full Time",2017
"Management & Budget Specialist","F","Unkonwn Race","Permanent-Full Time",2017
"Emergency Management Specialist II","F","White","Limited Term Full Time",2017
"Emergency Management Specialist II","F","White","Limited Term Full Time",2017
"Probation Counselor II","M","Hispanic or Latino","Permanent-Full Time",2017
"Emergency Communications Technician I","F","Black or African American","Permanent-Full Time",2017
"Treasury Specialist II","F","Unkonwn Race","Permanent-Full Time",2017
"Mental Health Therapist II (Licensed)","F","Hispanic or Latino","Permanent-Full Time",2017
"Librarian","F","White","Permanent-Full Time",2017
"Custodial Worker II","M","Hispanic or Latino","Permanent-Full Time",2017
"Deputy Sheriff","M","Two or more Races","Permanent-Full Time",2017
"Deputy Sheriff","M","Black or African American","Permanent-Full Time",2017
"Deputy Sheriff","M","Hispanic or Latino","Permanent-Full Time",2017
